,cloudy,cloudyFactor,cold,coldFactor,foggy,foggyFactor,rain,rainFactor,sunny,sunnyFactor,windy,windyFactor,datetime,Day,Temperature0,Temperature1,Temperature2,Temperature3,Temperature4,Weather0,Weather1,Weather2,Weather3,Weather4,foggyW,cloudyW,rainW,sunnyW,feels like temperature0,feels like temperature1,feels like temperature2,feels like temperature3,feels like temperature4,humidity0,humidity1,humidity2,humidity3,humidity4,max uv index0,max uv index1,max uv index2,max uv index3,max uv index4,precipitation probability0,precipitation probability1,precipitation probability2,precipitation probability3,precipitation probability4,visibility0,visibility1,visibility2,visibility3,visibility4,wind direction0,wind direction1,wind direction2,wind direction3,wind direction4,wind gust0,wind gust1,wind gust2,wind gust3,wind gust4,wind speed0,wind speed1,wind speed2,wind speed3,wind speed4
0,1,0.074000987,1,0.074000987,0,0,1,0.074000987,0,0,0,0,2016-12-06-0,2016-12-06,3,,,,,foggy,,,,,1,0,0,0,2,,,,,97,,,,,0,,,,,16,,,,,PO,,,,,NE,,,,,4,,,,,2,,,,
1,0,0,11,0.834269663,2,0.151685393,1,0.075842697,3,0.22752809,0,0,2016-12-06-1,2016-12-06,4,,,,,cloudy,,,,,0,1,0,0,3,,,,,93,,,,,0,,,,,5,,,,,MO,,,,,ENE,,,,,9,,,,,2,,,,
2,2,0.071084783,49,1.741577194,99,3.518696779,6,0.21325435,15,0.533135876,5,0.177711959,2016-12-06-2,2016-12-06,5,,,,,cloudy,,,,,0,1,0,0,4,,,,,95,,,,,0,,,,,6,,,,,MO,,,,,E,,,,,7,,,,,4,,,,
3,0,0,47,1.204806409,119,3.05046729,6,0.153805073,33,0.845927904,6,0.153805073,2016-12-06-3,2016-12-06,5,,,,,foggy,,,,,1,0,0,0,5,,,,,98,,,,,1,,,,,17,,,,,PO,,,,,E,,,,,7,,,,,2,,,,
4,0,0,11,0.289473684,44,1.157894737,4,0.105263158,9,0.236842105,1,0.026315789,2016-12-06-4,2016-12-06,8,,,,,cloudy,,,,,0,1,0,0,7,,,,,91,,,,,1,,,,,11,,,,,MO,,,,,ESE,,,,,7,,,,,2,,,,
5,2,0.052631579,21,0.552631579,17,0.447368421,70,1.842105263,23,0.605263158,46,1.210526316,2016-12-07-4,2016-12-07,12,11,,,,cloudy,cloudy,,,,0,1.75,0,0,10,10,,,,85,86,,,,1,1,,,,4,5,,,,MO,GO,,,,SSW,SSW,,,,18,18,,,,9,9,,,
6,0,0,11,0.298111142,1,0.027101013,25,0.677525322,4,0.108404051,10,0.271010129,2016-12-07-5,2016-12-07,12,11,,,,cloudy,cloudy,,,,0,1.75,0,0,10,10,,,,83,85,,,,1,1,,,,5,5,,,,GO,GO,,,,SSW,SSW,,,,18,20,,,,7,9,,,
7,8,0.239818319,33,0.989250568,14,0.419682059,116,3.477365632,14,0.419682059,69,2.068433005,2016-12-07-6,2016-12-07,11,11,,,,cloudy,cloudy,,,,0,1.75,0,0,9,9,,,,87,86,,,,0,0,,,,0,4,,,,GO,GO,,,,SSW,SW,,,,20,20,,,,7,9,,,
8,8,0.43231441,27,1.459061135,20,1.080786026,66,3.566593886,10,0.540393013,43,2.323689956,2016-12-07-7,2016-12-07,10,10,,,,cloudy,cloudy,,,,0,1.75,0,0,9,9,,,,89,86,,,,0,0,,,,4,4,,,,GO,GO,,,,SSW,SSW,,,,18,20,,,,7,9,,,
9,36,1.279526101,30,1.066271751,42,1.492780452,128,4.549426138,27,0.959644576,74,2.630136986,2016-12-08-2,2016-12-08,10,10,11,,,cloudy,cloudy,cloudy,,,0,2.3125,0,0,9,8,9,,,89,86,91,,,0,0,0,,,4,6,19,,,MO,GO,GO,,,SSW,SSW,SSW,,,16,18,18,,,7,7,9,,
10,12,0.307610147,14,0.358878505,11,0.281975968,37,0.948464619,20,0.512683578,26,0.666488652,2016-12-08-3,2016-12-08,11,10,11,,,cloudy,cloudy,cloudy,,,0,2.3125,0,0,9,9,9,,,80,85,92,,,1,1,1,,,6,7,17,,,GO,GO,GO,,,SSW,SSW,SW,,,20,18,20,,,9,7,11,,
11,11,0.289473684,29,0.763157895,20,0.526315789,51,1.342105263,18,0.473684211,38,1,2016-12-08-4,2016-12-08,12,12,12,,,cloudy,cloudy,rain,,,0,1.75,0.5625,0,10,10,11,,,84,86,90,,,1,1,1,,,11,12,47,,,GO,GO,GO,,,SW,SW,SW,,,22,20,20,,,9,9,9,,
12,11,0.298111142,15,0.406515193,21,0.56912127,45,1.219545579,21,0.56912127,24,0.650424309,2016-12-08-5,2016-12-08,12,12,13,,,cloudy,cloudy,cloudy,,,0,2.3125,0,0,10,11,11,,,92,92,91,,,1,1,1,,,11,12,13,,,MO,MO,GO,,,SW,SW,SW,,,22,18,16,,,9,9,9,,
13,13,0.389704769,15,0.449659349,37,1.109159727,39,1.169114307,11,0.329750189,28,0.839364118,2016-12-08-6,2016-12-08,12,12,12,,,cloudy,cloudy,cloudy,,,0,2.3125,0,0,11,11,11,,,94,94,93,,,0,0,0,,,10,12,13,,,MO,MO,GO,,,SW,SW,SW,,,18,16,16,,,9,7,7,,
14,9,0.486353712,10,0.540393013,19,1.026746725,22,1.188864629,15,0.81058952,19,1.026746725,2016-12-08-7,2016-12-08,12,12,12,,,cloudy,cloudy,cloudy,,,0,2.3125,0,0,11,11,10,,,95,95,95,,,0,0,0,,,9,11,14,,,MO,MO,GO,,,SW,SW,SW,,,13,13,16,,,7,7,7,,
15,20,0.710847834,7,0.248796742,25,0.888559793,26,0.924102184,10,0.355423917,23,0.817475009,2016-12-09-2,2016-12-09,12,12,11,11,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,11,10,10,9,,95,94,94,93,,0,0,0,0,,11,13,15,10,,MO,MO,GO,GO,,SW,SSW,SSW,SSW,,18,16,16,18,,9,9,9,9,
16,9,0.23070761,13,0.333244326,17,0.435781041,38,0.974098798,17,0.435781041,27,0.69212283,2016-12-09-3,2016-12-09,12,11,11,10,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,10,10,9,8,,90,92,94,93,,1,1,1,1,,4,9,12,8,,GO,GO,GO,GO,,SSW,SW,SSW,SSW,,18,18,18,18,,7,9,9,9,
17,7,0.184210526,21,0.552631579,12,0.315789474,38,1,36,0.947368421,28,0.736842105,2016-12-09-4,2016-12-09,12,11,12,11,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,11,10,10,9,,86,89,89,89,,1,1,1,1,,4,9,7,11,,GO,GO,GO,GO,,SSW,SW,SSW,SSW,,18,18,20,20,,9,9,11,11,
18,13,0.352313167,16,0.433616206,19,0.514919244,44,1.192444566,25,0.677525322,29,0.785929373,2016-12-09-5,2016-12-09,12,11,12,11,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,11,9,10,9,,84,89,88,88,,1,1,1,1,,5,9,6,9,,GO,GO,VG,GO,,SSW,SSW,SSW,SSW,,18,18,20,20,,9,9,9,11,
19,14,0.419682059,17,0.509613929,23,0.689477668,46,1.378955337,27,0.809386828,34,1.019227858,2016-12-09-6,2016-12-09,11,10,10,11,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,9,8,8,8,,88,93,92,91,,0,0,0,0,,5,10,8,11,,GO,GO,GO,GO,,SSW,SSW,SSW,SSW,,16,20,20,22,,7,9,11,11,
20,8,0.43231441,9,0.486353712,10,0.540393013,22,1.188864629,12,0.648471616,13,0.702510917,2016-12-09-7,2016-12-09,10,10,11,11,,cloudy,cloudy,cloudy,cloudy,,0,2.734375,0,0,8,8,8,8,,89,91,92,91,,0,0,0,0,,8,11,15,14,,GO,GO,GO,GO,,SW,SW,SW,SSW,,18,20,22,22,,9,9,11,11,
21,50,1.315789474,15,0.394736842,7,0.184210526,30,0.789473684,11,0.289473684,16,0.421052632,2016-12-10-4,2016-12-10,12,13,12,12,11,cloudy,cloudy,rain,cloudy,cloudy,0,2.48828125,0.5625,0,12,11,10,10,10,92,89,89,89,88,1,1,1,1,1,23,21,51,17,17,MO,GO,GO,GO,GO,WSW,SW,SW,SW,WSW,9,20,18,20,18,4,9,9,11,9
22,20,0.542020257,28,0.75882836,13,0.352313167,99,2.683000274,21,0.56912127,33,0.894333425,2016-12-10-5,2016-12-10,12,12,12,12,11,rain,rain,rain,rain,cloudy,0,0.31640625,2.734375,0,12,11,10,10,10,92,85,87,88,87,1,1,1,1,1,91,61,55,43,14,MO,GO,GO,GO,GO,WSW,SW,WSW,SW,WSW,9,20,16,16,16,4,9,9,9,9
23,14,0.419682059,32,0.959273278,17,0.509613929,113,3.387433762,11,0.329750189,38,1.139137017,2016-12-10-6,2016-12-10,12,11,11,11,10,rain,rain,rain,rain,cloudy,0,0.31640625,2.734375,0,11,9,9,9,9,94,89,89,89,88,0,0,0,0,0,94,66,56,49,15,PO,MO,MO,GO,GO,WSW,SW,WSW,WSW,W,11,22,16,16,13,4,9,9,7,7
24,5,0.270196507,15,0.81058952,8,0.43231441,51,2.756004367,10,0.540393013,16,0.864628821,2016-12-10-7,2016-12-10,11,11,11,10,9,rain,rain,rain,rain,cloudy,0,0.31640625,2.734375,0,10,9,9,8,7,92,90,90,89,89,0,0,0,0,0,91,85,51,71,15,MO,MO,MO,GO,VG,NW,WSW,W,W,W,11,22,16,16,13,4,9,7,7,7
25,3,0.22752809,4,0.303370787,11,0.834269663,14,1.061797753,3,0.22752809,11,0.834269663,2016-12-11-1,2016-12-11,8,8,8,8,8,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,6,7,6,6,7,87,90,87,90,90,0,0,0,0,0,0,1,1,2,13,GO,GO,VG,VG,GO,W,WNW,WNW,W,W,18,13,13,13,13,7,7,7,7,7
26,19,0.675305442,15,0.533135876,8,0.284339134,30,1.066271751,12,0.4265087,24,0.853017401,2016-12-11-2,2016-12-11,7,7,6,6,7,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,5,6,4,4,5,87,90,89,91,91,0,0,0,0,0,0,0,1,1,9,MO,GO,VG,VG,VG,W,W,W,W,WNW,16,11,13,11,11,7,4,7,7,7
27,7,0.179439252,22,0.563951936,19,0.487049399,45,1.153538051,34,0.871562083,25,0.640854473,2016-12-11-3,2016-12-11,6,7,5,6,6,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,4,5,3,4,4,88,90,92,91,91,1,1,1,1,1,0,0,1,1,4,MO,MO,VG,VG,VG,W,WSW,W,W,WNW,13,11,11,13,11,7,4,7,7,7
28,5,0.131578947,13,0.342105263,39,1.026315789,45,1.184210526,25,0.657894737,27,0.710526316,2016-12-11-4,2016-12-11,8,8,8,8,8,sunny,sunny,cloudy,sunny,sunny,0,0.5625,0,2.48828125,6,6,6,6,6,80,84,86,86,86,1,1,1,1,1,0,0,1,1,3,MO,GO,VG,VG,VG,W,W,W,W,WNW,13,13,16,16,13,7,7,7,7,7
29,12,0.325212154,31,0.840131399,51,1.382151656,31,0.840131399,38,1.029838489,25,0.677525322,2016-12-11-5,2016-12-11,9,9,8,8,9,cloudy,cloudy,cloudy,sunny,cloudy,0,2.62890625,0,0.421875,8,7,6,7,7,77,81,87,85,85,1,1,1,1,1,4,0,1,1,2,GO,GO,VG,VG,VG,W,W,WSW,W,WNW,13,13,11,11,13,7,7,7,7,7
30,8,0.239818319,16,0.479636639,13,0.389704769,46,1.378955337,18,0.539591219,24,0.719454958,2016-12-11-6,2016-12-11,8,7,6,7,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,6,4,5,6,86,88,93,90,89,0,0,0,0,0,3,1,5,5,7,MO,GO,VG,GO,VG,W,W,WSW,W,W,11,11,11,11,11,4,4,7,7,7
31,14,0.756550218,13,0.702510917,14,0.756550218,24,1.296943231,11,0.594432314,16,0.864628821,2016-12-11-7,2016-12-11,7,6,5,6,7,cloudy,cloudy,foggy,cloudy,cloudy,0.5625,2.48828125,0,0,6,5,3,4,5,89,92,94,92,92,0,0,0,0,0,4,4,13,4,8,MO,MO,VP,GO,GO,WSW,WSW,WSW,W,WSW,9,9,11,11,11,4,4,4,4,7
32,5,0.177711959,1,0.035542392,19,0.675305442,22,0.781932618,6,0.21325435,14,0.497593484,2016-12-12-2,2016-12-12,5,5,4,7,5,foggy,foggy,foggy,foggy,foggy,3.05078125,0,0,0,4,4,3,5,4,97,94,96,92,94,0,0,0,0,0,17,16,17,17,15,PO,VP,VP,VP,PO,ESE,S,S,S,WSW,7,4,7,7,9,2,2,2,4,4
33,33,0.845927904,30,0.769025367,46,1.17917223,122,3.127369826,15,0.384512684,90,2.307076101,2016-12-12-3,2016-12-12,6,5,5,7,5,cloudy,cloudy,cloudy,foggy,foggy,0.73828125,2.3125,0,0,5,4,3,6,4,88,90,96,93,95,1,1,1,1,1,45,7,11,13,16,MO,MO,MO,VP,PO,ESE,ESE,SSE,SSW,S,13,11,9,9,9,4,4,4,4,4
34,26,0.684210526,47,1.236842105,136,3.578947368,133,3.5,15,0.394736842,67,1.763157895,2016-12-12-4,2016-12-12,8,8,7,9,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,6,6,8,5,86,83,92,89,92,1,1,1,1,1,48,10,19,9,11,MO,GO,GO,GO,MO,SE,SSE,S,SSW,S,11,13,11,11,9,4,7,7,7,4
35,24,0.650424309,43,1.165343553,40,1.084040515,148,4.010949904,30,0.813030386,86,2.330687106,2016-12-12-5,2016-12-12,9,8,9,10,7,cloudy,rain,cloudy,cloudy,cloudy,0,2.30078125,0.75,0,8,6,7,8,6,96,86,91,87,89,1,1,1,1,1,53,58,18,7,10,MO,GO,GO,VG,GO,SE,SSE,S,SSW,S,13,13,13,13,11,4,7,7,7,7
36,29,0.869341408,43,1.289023467,50,1.498864497,122,3.657229372,17,0.509613929,84,2.518092354,2016-12-12-6,2016-12-12,10,8,9,9,7,cloudy,rain,cloudy,cloudy,cloudy,0,2.30078125,0.75,0,9,7,7,7,5,94,94,93,89,90,0,0,0,0,0,13,59,17,11,9,MO,MO,GO,VG,GO,SSW,SE,S,SSW,S,16,13,13,13,13,7,7,7,7,7
37,17,0.918668122,8,0.43231441,21,1.134825328,70,3.782751092,6,0.324235808,34,1.837336245,2016-12-12-7,2016-12-12,10,9,10,9,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,8,8,7,5,92,96,95,90,91,0,0,0,0,0,11,11,21,9,13,GO,MO,MO,VG,GO,SW,S,SSW,SSW,SSE,16,13,16,13,13,7,7,9,7,7
38,1,0.035542392,6,0.21325435,10,0.355423917,7,0.248796742,3,0.106627175,1,0.035542392,2016-12-13-2,2016-12-13,10,9,10,10,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,8,9,8,7,92,91,94,95,93,0,0,0,0,0,11,24,24,18,15,MO,MO,GO,GO,GO,SSW,S,S,SW,SSW,9,13,11,11,13,4,4,4,7,7
39,22,0.563951936,25,0.640854473,17,0.435781041,56,1.435514019,19,0.487049399,26,0.666488652,2016-12-13-3,2016-12-13,10,10,10,10,9,cloudy,rain,cloudy,cloudy,cloudy,0,2.30078125,0.75,0,10,9,9,8,7,94,95,94,95,92,1,1,1,1,1,17,68,19,19,13,MO,MO,GO,GO,GO,SSE,S,SSW,SW,S,11,13,13,11,13,4,7,7,7,7
40,20,0.526315789,20,0.526315789,29,0.763157895,53,1.394736842,19,0.5,15,0.394736842,2016-12-13-4,2016-12-13,12,12,11,10,10,cloudy,cloudy,rain,cloudy,cloudy,0,2.48828125,0.5625,0,10,10,10,9,8,95,93,93,92,89,1,1,1,1,1,21,40,51,18,11,MO,MO,GO,GO,VG,SSW,SW,SSW,SW,SSW,16,16,16,16,16,7,7,9,7,9
41,17,0.460717219,23,0.623323296,138,3.739939776,51,1.382151656,15,0.406515193,33,0.894333425,2016-12-13-5,2016-12-13,12,12,12,10,10,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,11,11,10,9,8,94,90,92,91,88,1,1,1,1,1,35,36,17,18,9,MO,GO,GO,GO,VG,SSW,SW,SSW,SSW,SSW,16,13,16,13,13,7,7,7,7,7
42,12,0.359727479,35,1.049205148,102,3.057683573,53,1.588796366,22,0.659500379,28,0.839364118,2016-12-13-6,2016-12-13,12,12,11,10,8,cloudy,rain,cloudy,cloudy,cloudy,0,2.30078125,0.75,0,11,11,10,9,6,94,91,93,91,91,0,0,0,0,0,14,32,15,13,11,MO,MO,GO,GO,VG,SSW,SW,SSW,SSW,SSW,18,13,16,11,13,7,7,7,7,7
43,8,0.43231441,16,0.864628821,76,4.1069869,29,1.567139738,10,0.540393013,15,0.81058952,2016-12-13-7,2016-12-13,12,11,11,9,9,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,11,10,9,8,7,94,94,93,92,91,0,0,0,0,0,11,17,14,12,11,GO,GO,GO,GO,VG,SSW,SW,SSW,SSW,S,16,13,13,11,13,7,7,7,7,9
44,4,0.142169567,8,0.284339134,36,1.279526101,4,0.142169567,19,0.675305442,2,0.071084783,2016-12-14-2,2016-12-14,10,10,10,9,9,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,10,9,9,7,7,91,93,94,94,94,0,0,0,0,0,4,9,8,13,13,MO,GO,GO,GO,GO,SSE,S,SSW,S,SSE,9,11,11,11,11,2,4,4,7,4
45,9,0.23070761,19,0.487049399,37,0.948464619,33,0.845927904,26,0.666488652,27,0.69212283,2016-12-14-3,2016-12-14,10,10,10,9,9,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,9,9,7,7,85,91,94,92,94,1,1,1,1,1,1,4,7,12,14,MO,MO,GO,GO,GO,ESE,SE,S,SSE,SSE,11,11,11,13,13,4,4,4,7,7
46,8,0.210526316,15,0.394736842,43,1.131578947,32,0.842105263,53,1.394736842,33,0.868421053,2016-12-14-4,2016-12-14,12,11,11,10,9,sunny,sunny,cloudy,cloudy,cloudy,0,1.30078125,0,1.75,11,10,10,8,7,71,82,88,87,91,1,1,1,1,1,0,1,6,7,10,GO,GO,GO,GO,GO,SE,SE,S,SSE,SSE,11,11,11,16,16,7,7,7,9,7
47,12,0.325212154,17,0.460717219,33,0.894333425,36,0.975636463,35,0.94853545,31,0.840131399,2016-12-14-5,2016-12-14,12,11,11,10,9,sunny,sunny,cloudy,cloudy,cloudy,0,1.30078125,0,1.75,11,10,10,8,7,71,77,86,85,89,1,1,1,1,1,0,0,6,7,11,GO,GO,GO,VG,GO,SE,SE,SSE,SSE,SSE,11,13,11,16,16,7,7,7,7,9
48,9,0.269795609,38,1.139137017,45,1.348978047,38,1.139137017,26,0.779409538,28,0.839364118,2016-12-14-6,2016-12-14,9,9,9,8,8,sunny,cloudy,cloudy,cloudy,cloudy,0,2.05078125,0,1,8,8,8,7,6,76,82,88,88,91,0,0,0,0,0,0,1,5,11,10,GO,GO,GO,GO,GO,SE,SE,SSE,SSE,SSE,13,11,11,13,16,7,4,7,7,9
49,4,0.216157205,18,0.972707424,20,1.080786026,22,1.188864629,6,0.324235808,15,0.81058952,2016-12-14-7,2016-12-14,8,8,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,7,7,6,5,84,86,89,90,91,0,0,0,0,0,1,4,5,10,10,GO,GO,GO,GO,GO,SE,SSE,SSE,SSE,SSE,11,11,11,13,13,4,4,4,7,7
50,4,0.303370787,1,0.075842697,5,0.379213483,14,1.061797753,1,0.075842697,14,1.061797753,2016-12-15-1,2016-12-15,7,8,8,8,8,sunny,cloudy,cloudy,cloudy,cloudy,0,2.05078125,0,1,6,7,7,6,6,91,87,91,92,93,0,0,0,0,0,1,10,12,10,12,MO,GO,GO,GO,GO,SSE,SE,SSE,SSE,SSE,11,13,11,11,13,4,4,4,7,7
51,24,0.853017401,14,0.497593484,12,0.4265087,27,0.959644576,11,0.390966309,27,0.959644576,2016-12-15-2,2016-12-15,7,9,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,8,7,6,6,93,89,90,93,93,0,0,0,0,0,5,12,13,11,11,MO,GO,GO,GO,GO,ESE,SSE,SSE,SSE,SSE,9,11,11,11,16,2,4,4,7,9
52,16,0.410146862,15,0.384512684,37,0.948464619,36,0.922830441,14,0.358878505,26,0.666488652,2016-12-15-3,2016-12-15,8,10,9,8,9,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,8,7,6,6,89,91,92,93,91,1,1,1,1,1,5,12,12,9,17,MO,MO,GO,GO,GO,ESE,SSE,SSE,SSE,SSE,11,13,13,13,20,4,7,7,7,11
53,13,0.342105263,20,0.526315789,22,0.578947368,36,0.947368421,13,0.342105263,39,1.026315789,2016-12-15-4,2016-12-15,10,10,10,9,10,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,9,8,7,7,82,86,89,87,87,1,1,1,1,1,5,11,11,9,22,MO,GO,GO,GO,GO,SSE,S,SSE,SSE,S,13,16,16,16,25,7,7,7,9,13
54,10,0.271010129,14,0.37941418,14,0.37941418,35,0.94853545,19,0.514919244,32,0.867232412,2016-12-15-5,2016-12-15,10,10,10,9,10,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,8,8,7,7,80,85,86,87,87,1,1,1,1,1,5,11,14,7,22,GO,GO,VG,VG,GO,SSE,SSE,SSE,SSE,S,13,16,13,16,22,7,7,7,7,13
55,12,0.359727479,21,0.629523089,11,0.329750189,30,0.899318698,13,0.389704769,31,0.929295988,2016-12-15-6,2016-12-15,9,9,8,8,9,cloudy,cloudy,cloudy,cloudy,rain,0,2.734375,0.31640625,0,8,8,7,6,7,86,87,91,89,88,0,0,0,0,0,7,18,12,12,52,MO,GO,GO,GO,GO,SE,SSE,SSE,SSE,S,13,13,13,13,25,7,7,7,7,13
56,5,0.270196507,11,0.594432314,7,0.378275109,21,1.134825328,6,0.324235808,21,1.134825328,2016-12-15-7,2016-12-15,9,9,8,8,9,cloudy,cloudy,cloudy,cloudy,rain,0,2.734375,0.31640625,0,8,8,6,6,7,89,89,92,90,88,0,0,0,0,0,8,12,12,13,53,GO,GO,VG,GO,GO,SE,SE,SSE,SSE,S,13,13,11,13,25,7,7,7,7,13
57,3,0.22200296,3,0.22200296,5,0.370004933,22,1.628021707,2,0.148001973,14,1.036013814,2016-12-16-0,2016-12-16,9,9,9,7,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,8,8,6,6,89,89,89,93,91,0,0,0,0,0,5,8,13,11,12,MO,GO,GO,GO,GO,SE,SE,SSE,SE,SSE,13,11,11,11,11,4,4,7,7,7
58,8,0.606741573,4,0.303370787,12,0.91011236,28,2.123595506,6,0.45505618,19,1.441011236,2016-12-16-1,2016-12-16,9,9,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,8,7,6,6,88,89,90,93,92,0,0,0,0,0,4,9,10,12,13,MO,GO,GO,GO,GO,ESE,ESE,SE,SE,SSE,9,9,9,11,11,4,4,4,4,7
59,27,0.959644576,20,0.710847834,21,0.746390226,32,1.137356535,14,0.497593484,23,0.817475009,2016-12-16-2,2016-12-16,9,9,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,7,6,6,89,90,92,93,91,0,0,0,0,0,4,10,11,10,15,MO,MO,GO,GO,GO,ESE,SE,ESE,SE,SSE,9,11,9,9,11,4,4,4,4,7
60,15,0.384512684,10,0.256341789,21,0.538317757,28,0.717757009,26,0.666488652,21,0.538317757,2016-12-16-3,2016-12-16,8,8,9,8,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,7,7,7,6,91,89,92,93,91,1,1,1,1,1,5,9,10,12,13,MO,MO,GO,GO,GO,ESE,ESE,SE,SE,SSE,7,9,9,9,11,4,4,4,4,4
61,21,0.552631579,15,0.394736842,14,0.368421053,32,0.842105263,6,0.157894737,24,0.631578947,2016-12-16-4,2016-12-16,9,9,10,9,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,8,9,8,7,85,87,86,87,87,1,1,1,1,1,6,9,11,11,11,MO,MO,GO,GO,GO,SE,SE,SE,SSE,S,7,7,11,9,11,2,4,4,4,7
