,cloudy,cloudyFactor,cold,coldFactor,foggy,foggyFactor,rain,rainFactor,sunny,sunnyFactor,windy,windyFactor,datetime,Day,Temperature0,Temperature1,Temperature2,Temperature3,Temperature4,Weather0,Weather1,Weather2,Weather3,Weather4,foggyW,cloudyW,rainW,sunnyW,feels like temperature0,feels like temperature1,feels like temperature2,feels like temperature3,feels like temperature4,humidity0,humidity1,humidity2,humidity3,humidity4,max uv index0,max uv index1,max uv index2,max uv index3,max uv index4,precipitation probability0,precipitation probability1,precipitation probability2,precipitation probability3,precipitation probability4,visibility0,visibility1,visibility2,visibility3,visibility4,wind direction0,wind direction1,wind direction2,wind direction3,wind direction4,wind gust0,wind gust1,wind gust2,wind gust3,wind gust4,wind speed0,wind speed1,wind speed2,wind speed3,wind speed4
62,20,0.542020257,36,0.975636463,16,0.433616206,34,0.921434437,22,0.596222283,25,0.677525322,2016-12-16-5,2016-12-16,10,9,10,9,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,10,9,9,9,7,82,85,87,87,87,1,1,1,1,1,5,9,7,9,12,MO,GO,GO,GO,GO,S,ESE,SE,SE,SSW,4,7,7,7,9,2,2,4,4,4
63,15,0.449659349,27,0.809386828,25,0.749432248,29,0.869341408,14,0.419682059,26,0.779409538,2016-12-16-6,2016-12-16,9,8,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,8,7,8,6,83,88,90,90,90,0,0,0,0,0,5,9,7,9,13,MO,GO,GO,GO,GO,SSE,E,ESE,ESE,S,4,4,7,7,9,2,2,4,4,4
64,5,0.270196507,16,0.864628821,10,0.540393013,20,1.080786026,5,0.270196507,15,0.81058952,2016-12-16-7,2016-12-16,9,8,7,8,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,7,6,7,6,86,89,92,92,92,0,0,0,0,0,4,8,7,10,10,MO,MO,GO,GO,GO,SSW,SE,SSE,S,WSW,4,4,7,7,9,2,2,4,4,4
65,1,0.074000987,13,0.962012827,23,1.702022694,21,1.55402072,10,0.740009867,18,1.33201776,2016-12-17-0,2016-12-17,7,9,7,7,7,foggy,cloudy,cloudy,cloudy,foggy,1.31640625,1.734375,0,0,7,8,7,6,7,95,87,91,94,93,0,0,0,0,0,17,8,10,8,16,PO,GO,MO,MO,PO,SW,SW,S,SSE,SSW,7,7,4,4,7,0,2,2,2,4
66,0,0,4,0.303370787,23,1.744382022,20,1.516853933,4,0.303370787,17,1.289325843,2016-12-17-1,2016-12-17,8,9,7,7,7,cloudy,cloudy,cloudy,foggy,foggy,0.73828125,2.3125,0,0,8,8,6,6,6,88,87,92,95,94,0,0,0,0,0,2,6,11,14,17,MO,GO,MO,PO,PO,WSW,WSW,NNW,S,SSW,7,7,7,4,9,2,2,2,2,4
67,17,0.604220659,13,0.462051092,118,4.194002221,27,0.959644576,11,0.390966309,21,0.746390226,2016-12-17-2,2016-12-17,8,8,7,6,7,cloudy,cloudy,cloudy,foggy,foggy,0.73828125,2.3125,0,0,8,8,6,6,6,88,87,94,96,94,0,0,0,0,0,4,5,10,14,17,MO,GO,MO,VP,PO,W,WSW,NW,W,SW,7,7,7,4,7,2,4,2,2,4
68,7,0.179439252,24,0.615220294,415,10.63818425,21,0.538317757,35,0.897196262,23,0.589586115,2016-12-17-3,2016-12-17,8,9,7,6,7,cloudy,cloudy,cloudy,foggy,foggy,0.73828125,2.3125,0,0,8,8,6,5,6,90,86,94,96,93,1,1,1,1,1,6,5,8,14,17,MO,MO,GO,VP,PO,WSW,WSW,W,W,SSW,7,7,4,7,7,2,4,2,2,4
69,11,0.289473684,59,1.552631579,595,15.65789474,58,1.526315789,44,1.157894737,19,0.5,2016-12-17-4,2016-12-17,9,9,8,7,8,cloudy,cloudy,cloudy,foggy,cloudy,0.421875,2.62890625,0,0,9,9,7,7,7,86,82,88,91,88,1,1,1,1,1,9,8,7,14,12,MO,GO,GO,PO,GO,WSW,W,W,W,SW,7,7,9,7,9,4,4,4,4,4
70,13,0.352313167,41,1.111141528,270,7.317273474,45,1.219545579,32,0.867232412,21,0.56912127,2016-12-17-5,2016-12-17,10,9,8,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,9,8,7,7,86,82,89,88,85,1,1,1,1,1,10,5,8,9,9,MO,GO,GO,GO,VG,W,WNW,WNW,WSW,WNW,7,7,7,7,7,2,4,4,2,4
71,11,0.329750189,45,1.348978047,166,4.976230129,49,1.468887207,13,0.389704769,24,0.719454958,2016-12-17-6,2016-12-17,9,8,8,7,7,cloudy,cloudy,cloudy,foggy,cloudy,0.421875,2.62890625,0,0,9,7,7,6,6,88,87,91,92,89,0,0,0,0,0,11,9,8,14,7,MO,GO,GO,PO,VG,W,WNW,W,WSW,WNW,4,7,7,7,7,2,4,2,2,4
72,5,0.270196507,14,0.756550218,126,6.808951965,25,1.350982533,13,0.702510917,11,0.594432314,2016-12-17-7,2016-12-17,9,7,7,7,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,6,6,6,5,89,90,92,94,91,0,0,0,0,0,8,9,7,6,10,MO,MO,GO,GO,GO,W,WNW,WNW,W,WNW,7,7,7,7,7,2,4,4,2,4
73,1,0.074000987,7,0.518006907,29,2.146028614,21,1.55402072,3,0.22200296,6,0.44400592,2016-12-18-0,2016-12-18,7,9,6,6,6,foggy,cloudy,cloudy,cloudy,cloudy,1,2.05078125,0,0,7,9,6,5,5,99,89,91,93,94,0,0,0,0,0,19,10,16,8,8,VP,MO,MO,GO,GO,WSW,W,WSW,W,SW,4,4,4,7,7,0,2,2,4,2
74,5,0.379213483,10,0.758426966,27,2.047752809,25,1.896067416,1,0.075842697,14,1.061797753,2016-12-18-1,2016-12-18,7,8,5,5,6,cloudy,cloudy,foggy,cloudy,foggy,0.87890625,2.171875,0,0,7,8,4,4,5,95,89,92,94,95,0,0,0,0,0,17,7,17,9,17,MO,MO,PO,MO,PO,WNW,W,W,W,SSW,4,7,7,7,7,2,2,2,4,2
75,24,0.853017401,20,0.710847834,86,3.056645687,25,0.888559793,10,0.355423917,17,0.604220659,2016-12-18-2,2016-12-18,8,8,5,5,5,cloudy,cloudy,foggy,cloudy,cloudy,0.5625,2.48828125,0,0,7,7,4,4,4,91,91,92,94,96,0,0,0,0,0,11,6,15,10,9,MO,MO,PO,MO,GO,W,WSW,W,WSW,SW,4,7,7,7,7,2,4,2,4,2
76,13,0.333244326,14,0.358878505,233,5.972763685,28,0.717757009,14,0.358878505,25,0.640854473,2016-12-18-3,2016-12-18,8,7,5,5,5,cloudy,cloudy,foggy,foggy,cloudy,0.984375,2.06640625,0,0,7,7,4,3,4,90,90,91,94,95,1,1,1,1,1,9,8,16,16,9,MO,MO,PO,PO,MO,W,WSW,WSW,WSW,S,7,7,7,9,7,2,4,2,4,4
77,16,0.421052632,28,0.736842105,126,3.315789474,29,0.763157895,13,0.342105263,32,0.842105263,2016-12-18-4,2016-12-18,8,8,6,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,5,4,5,85,85,89,90,91,1,1,1,1,1,7,5,11,10,11,MO,MO,MO,GO,GO,W,WSW,W,W,SSW,7,9,9,9,9,4,4,2,4,4
78,13,0.352313167,19,0.514919244,136,3.68573775,27,0.731727347,22,0.596222283,34,0.921434437,2016-12-18-5,2016-12-18,9,8,6,7,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,6,5,5,81,82,87,88,90,1,1,1,1,1,4,5,6,10,11,MO,GO,GO,GO,GO,W,W,W,W,SW,7,9,7,7,9,2,4,2,4,4
79,10,0.299772899,24,0.719454958,82,2.458137774,27,0.809386828,14,0.419682059,31,0.929295988,2016-12-18-6,2016-12-18,8,8,6,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,7,5,5,5,84,84,89,90,92,0,0,0,0,0,4,5,7,11,11,MO,GO,MO,GO,GO,WSW,W,W,NNW,SE,7,7,4,7,9,2,4,2,4,4
80,8,0.43231441,15,0.81058952,48,2.593886463,19,1.026746725,9,0.486353712,12,0.648471616,2016-12-18-7,2016-12-18,7,7,6,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,7,5,5,4,87,86,89,93,94,0,0,0,0,0,4,6,9,10,10,MO,GO,GO,GO,GO,W,W,W,W,S,4,7,4,7,9,2,2,2,4,4
81,2,0.148001973,3,0.22200296,24,1.77602368,17,1.258016774,5,0.370004933,9,0.66600888,2016-12-19-0,2016-12-19,5,6,7,5,6,cloudy,foggy,cloudy,cloudy,cloudy,0.75,2.30078125,0,0,4,6,6,4,4,20,89,89,91,94,0,0,0,0,0,9,12,13,10,9,MO,PO,GO,MO,GO,WSW,W,W,SW,SSW,9,4,7,7,7,4,2,2,2,4
82,10,0.758426966,8,0.606741573,23,1.744382022,23,1.744382022,8,0.606741573,18,1.365168539,2016-12-19-1,2016-12-19,6,6,7,5,5,cloudy,foggy,cloudy,cloudy,cloudy,0.75,2.30078125,0,0,5,5,6,4,4,88,91,90,92,94,0,0,0,0,0,8,13,13,10,11,MO,PO,GO,MO,GO,W,WNW,WNW,WSW,SSE,2,4,4,7,7,2,2,2,4,4
83,22,0.781932618,11,0.390966309,60,2.132543502,19,0.675305442,9,0.319881525,16,0.568678267,2016-12-19-2,2016-12-19,6,6,6,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,5,6,4,3,88,91,93,90,96,0,0,0,0,0,8,5,16,10,13,MO,MO,GO,MO,GO,WNW,WNW,NW,WSW,SE,4,4,4,7,7,2,2,2,2,4
84,12,0.307610147,23,0.589586115,80,2.050734312,25,0.640854473,18,0.46141522,19,0.487049399,2016-12-19-3,2016-12-19,6,6,6,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,5,5,4,3,87,90,95,90,94,1,1,1,1,1,9,8,15,10,14,MO,MO,MO,MO,MO,N,N,NE,NW,ENE,2,4,4,7,9,2,2,2,2,4
85,7,0.184210526,33,0.868421053,40,1.052631579,36,0.947368421,20,0.526315789,24,0.631578947,2016-12-19-4,2016-12-19,7,7,7,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,6,6,5,4,85,87,90,87,93,1,1,1,1,1,11,9,13,10,14,MO,MO,GO,GO,MO,N,NNE,N,NNW,ENE,4,7,7,7,11,2,2,2,2,4
86,12,0.325212154,30,0.813030386,45,1.219545579,30,0.813030386,15,0.406515193,20,0.542020257,2016-12-19-5,2016-12-19,7,7,7,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,6,6,5,5,84,87,88,85,91,1,1,1,1,1,9,10,13,9,14,MO,MO,GO,VG,GO,NNE,NNE,NNE,N,ENE,7,7,7,7,9,4,2,4,2,4
87,12,0.359727479,23,0.689477668,69,2.068433005,22,0.659500379,18,0.539591219,21,0.629523089,2016-12-19-6,2016-12-19,7,7,7,5,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,6,5,4,4,86,90,89,88,91,0,0,0,0,0,8,12,14,9,14,MO,GO,GO,GO,GO,NE,NE,NNE,N,ENE,9,9,9,7,11,4,4,4,4,4
88,7,0.378275109,18,0.972707424,31,1.675218341,15,0.81058952,9,0.486353712,16,0.864628821,2016-12-19-7,2016-12-19,7,7,6,6,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,5,4,5,4,90,90,90,88,92,0,0,0,0,0,12,18,14,8,13,MO,GO,GO,GO,GO,E,E,NE,NE,ENE,11,9,9,4,11,4,4,4,2,4
89,5,0.370004933,4,0.296003947,14,1.036013814,12,0.88801184,3,0.22200296,10,0.740009867,2016-12-20-0,2016-12-20,6,6,6,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,5,5,4,4,86,79,86,93,90,0,0,0,0,0,8,5,13,17,9,MO,GO,GO,GO,GO,ESE,ESE,ESE,NE,NE,9,11,9,7,7,7,4,4,4,2
90,16,1.213483146,6,0.45505618,12,0.91011236,20,1.516853933,8,0.606741573,15,1.137640449,2016-12-20-1,2016-12-20,6,6,5,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,4,4,4,4,76,76,83,91,91,0,0,0,0,0,8,9,11,13,10,MO,GO,GO,GO,MO,E,E,E,NE,ENE,7,9,9,9,4,4,4,4,4,2
91,24,0.853017401,13,0.462051092,14,0.497593484,22,0.781932618,18,0.639763051,23,0.817475009,2016-12-20-2,2016-12-20,5,5,4,5,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,3,3,3,3,3,78,78,83,90,92,0,0,0,0,0,8,10,7,15,11,GO,GO,GO,GO,GO,ESE,ESE,E,ENE,NNE,13,11,11,9,4,7,4,4,4,2
92,10,0.256341789,29,0.743391188,23,0.589586115,27,0.69212283,23,0.589586115,20,0.512683578,2016-12-20-3,2016-12-20,5,5,4,5,4,cloudy,cloudy,cloudy,cloudy,foggy,0.31640625,2.734375,0,0,3,3,2,3,3,77,78,85,91,92,1,1,1,1,1,1,1,6,8,16,GO,GO,VG,GO,PO,ESE,ESE,ESE,E,NE,11,11,9,9,7,7,4,4,4,2
93,13,0.342105263,31,0.815789474,21,0.552631579,27,0.710526316,16,0.421052632,27,0.710526316,2016-12-20-4,2016-12-20,6,6,5,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,4,4,4,4,76,75,78,84,86,1,1,1,1,1,1,2,4,9,6,GO,GO,VG,GO,GO,SE,SE,SE,E,NW,11,9,11,9,7,7,4,4,4,2
94,14,0.37941418,45,1.219545579,22,0.596222283,27,0.731727347,15,0.406515193,36,0.975636463,2016-12-20-5,2016-12-20,7,6,6,5,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,5,4,4,4,75,74,77,81,88,1,1,1,1,1,4,5,3,8,7,GO,GO,VG,VG,VG,SSE,SE,SSE,ESE,ENE,11,9,7,7,9,7,4,4,4,4
95,13,0.389704769,42,1.259046177,23,0.689477668,32,0.959273278,18,0.539591219,28,0.839364118,2016-12-20-6,2016-12-20,6,5,4,4,5,cloudy,sunny,cloudy,cloudy,cloudy,0,2.30078125,0,0.75,4,4,2,3,3,81,82,85,85,91,0,0,0,0,0,4,2,2,6,11,GO,GO,VG,VG,VG,SSE,SE,SSE,SE,SE,11,9,9,7,9,7,4,4,4,4
96,5,0.270196507,26,1.405021834,5,0.270196507,26,1.405021834,11,0.594432314,21,1.134825328,2016-12-20-7,2016-12-20,5,5,3,3,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,3,3,1,2,3,80,85,87,88,93,0,0,0,0,0,4,1,3,6,8,GO,GO,GO,GO,MO,SSW,SSE,S,SSE,SSE,16,9,9,7,9,7,4,4,4,4
97,3,0.22200296,17,1.258016774,7,0.518006907,22,1.628021707,7,0.518006907,14,1.036013814,2016-12-21-0,2016-12-21,5,6,5,3,3,sunny,cloudy,cloudy,cloudy,cloudy,0,2.05078125,0,1,2,3,3,1,1,81,80,86,86,89,0,0,0,0,0,1,5,7,6,3,GO,GO,GO,GO,GO,SSW,SSW,S,SSW,S,20,20,9,11,9,9,9,4,4,4
98,7,0.530898876,3,0.22752809,5,0.379213483,39,2.957865169,7,0.530898876,23,1.744382022,2016-12-21-1,2016-12-21,7,7,5,3,3,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,4,2,1,1,88,85,86,87,89,0,0,0,0,0,11,7,7,6,9,MO,GO,GO,GO,GO,SSW,SSW,S,SSW,SSE,25,22,13,11,9,9,9,7,7,4
99,18,0.639763051,12,0.4265087,16,0.568678267,47,1.67049241,16,0.568678267,22,0.781932618,2016-12-21-2,2016-12-21,9,8,5,4,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,5,3,1,1,88,88,85,86,89,0,0,0,0,0,19,16,9,8,10,GO,GO,GO,GO,GO,SSW,SSW,SSW,SSW,S,25,25,18,16,11,11,11,9,9,7
100,10,0.256341789,32,0.820293725,18,0.46141522,56,1.435514019,14,0.358878505,36,0.922830441,2016-12-21-3,2016-12-21,9,9,6,6,4,rain,cloudy,cloudy,cloudy,cloudy,0,2.05078125,1,0,7,6,3,3,2,92,90,83,86,88,1,1,1,1,1,57,20,11,10,14,MO,GO,GO,GO,GO,SSW,SSW,SSW,SSW,S,27,27,20,18,13,11,13,11,9,7
101,19,0.5,28,0.736842105,15,0.394736842,42,1.105263158,9,0.236842105,27,0.710526316,2016-12-21-4,2016-12-21,10,10,8,7,6,cloudy,rain,cloudy,cloudy,cloudy,0,2.30078125,0.75,0,8,8,5,5,3,81,88,84,85,85,1,1,1,1,1,14,49,20,8,16,GO,GO,GO,GO,GO,WSW,SW,SSW,SW,S,18,25,22,20,18,9,11,11,9,9
102,20,0.542020257,19,0.514919244,25,0.677525322,35,0.94853545,18,0.487818232,27,0.731727347,2016-12-21-5,2016-12-21,10,10,8,8,6,cloudy,rain,rain,cloudy,cloudy,0,1.73828125,1.3125,0,8,8,6,5,3,77,87,87,85,85,1,1,1,1,1,10,88,51,13,16,GO,MO,MO,GO,GO,SW,WSW,SW,SW,SSW,16,18,20,18,18,7,9,11,9,9
103,12,0.359727479,26,0.779409538,21,0.629523089,44,1.319000757,10,0.299772899,26,0.779409538,2016-12-21-6,2016-12-21,9,8,8,7,6,rain,rain,rain,cloudy,rain,0,0.421875,2.62890625,0,8,7,6,5,3,85,89,90,88,89,0,0,0,0,0,82,89,51,10,45,MO,GO,MO,GO,GO,SW,WNW,SSW,SSW,SSW,13,11,16,16,18,7,4,9,9,9
104,10,0.540393013,8,0.43231441,7,0.378275109,33,1.783296943,6,0.324235808,16,0.864628821,2016-12-21-7,2016-12-21,8,7,8,6,6,rain,rain,rain,cloudy,rain,0,0.421875,2.62890625,0,7,5,6,4,3,90,87,91,90,89,0,0,0,0,0,90,33,52,16,49,MO,MO,MO,GO,GO,W,NW,SW,SSW,SSW,11,9,13,16,16,4,4,7,9,9
105,3,0.22200296,4,0.296003947,14,1.036013814,32,2.368031574,6,0.44400592,19,1.406018747,2016-12-22-0,2016-12-22,9,7,6,8,7,cloudy,rain,cloudy,rain,rain,0,1.5625,1.48828125,0,7,6,4,5,4,84,91,84,92,90,0,0,0,0,0,11,82,19,53,50,MO,GO,MO,GO,GO,WNW,WSW,NW,SSW,SSW,11,9,9,16,18,9,4,4,9,9
106,3,0.22752809,9,0.68258427,14,1.061797753,33,2.502808989,3,0.22752809,24,1.820224719,2016-12-22-1,2016-12-22,8,6,5,7,7,cloudy,cloudy,cloudy,rain,rain,0,2.3125,0.73828125,0,7,5,3,5,4,88,91,89,92,91,0,0,0,0,0,1,9,15,75,73,MO,MO,MO,MO,GO,W,WNW,NW,SSW,SSW,9,9,7,18,16,2,4,2,9,9
107,14,0.497593484,28,0.995186968,243,8.636801185,44,1.563865235,29,1.03072936,54,1.919289152,2016-12-22-2,2016-12-22,5,4,4,7,7,cloudy,sunny,cloudy,rain,rain,0,1.5625,0.73828125,0.75,4,3,2,5,5,92,93,92,91,92,0,0,0,0,0,8,3,12,76,76,MO,MO,MO,MO,MO,WSW,WSW,W,SSW,SW,7,9,9,22,16,4,4,4,11,9
108,15,0.384512684,29,0.743391188,184,4.716688919,40,1.025367156,48,1.230440587,42,1.076635514,2016-12-22-3,2016-12-22,4,4,3,7,7,cloudy,sunny,sunny,rain,rain,0,1,0.73828125,1.3125,2,2,1,4,4,94,92,94,88,90,1,1,1,1,1,1,2,5,41,44,MO,MO,MO,GO,GO,WSW,SW,WSW,W,WSW,11,11,11,16,20,4,4,4,9,11
109,12,0.315789474,30,0.789473684,122,3.210526316,34,0.894736842,29,0.763157895,39,1.026315789,2016-12-22-4,2016-12-22,7,6,5,7,7,sunny,sunny,sunny,sunny,rain,0,0,0.31640625,2.734375,5,4,3,4,5,78,82,84,81,86,1,1,1,1,1,0,0,2,13,42,MO,GO,GO,VG,GO,WSW,SW,WSW,W,W,13,13,13,20,20,7,7,7,11,11
110,12,0.325212154,15,0.406515193,58,1.571858746,44,1.192444566,23,0.623323296,40,1.084040515,2016-12-22-5,2016-12-22,8,8,7,7,7,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,6,6,5,4,4,75,77,76,74,82,1,1,1,1,1,0,0,1,5,16,GO,GO,VG,VG,VG,SW,SW,WSW,W,W,16,16,13,20,18,7,7,7,11,9
111,4,0.11990916,21,0.629523089,36,1.079182438,36,1.079182438,22,0.659500379,34,1.019227858,2016-12-22-6,2016-12-22,7,6,5,5,5,sunny,sunny,cloudy,sunny,sunny,0,0.5625,0,2.48828125,5,4,3,2,2,84,82,83,75,84,0,0,0,0,0,0,0,1,1,9,GO,GO,VG,VG,VG,WSW,SW,WSW,W,W,16,16,11,16,16,7,7,7,9,9
112,5,0.270196507,10,0.540393013,14,0.756550218,28,1.513100437,12,0.648471616,24,1.296943231,2016-12-22-7,2016-12-22,6,6,4,4,3,sunny,cloudy,cloudy,sunny,sunny,0,1.3125,0,1.73828125,4,4,2,1,0,89,84,86,79,85,0,0,0,0,0,0,1,1,1,5,GO,GO,VG,VG,VG,WSW,SW,SW,WSW,W,13,16,11,13,13,4,7,7,7,7
113,5,0.370004933,11,0.814010853,9,0.66600888,35,2.590034534,8,0.592007893,19,1.406018747,2016-12-23-0,2016-12-23,7,5,5,4,3,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,4,3,1,0,90,91,87,88,82,0,0,0,0,0,4,3,1,4,1,GO,GO,VG,VG,VG,WSW,SW,SW,SW,WSW,16,13,13,9,11,4,4,4,4,7
114,4,0.303370787,6,0.45505618,10,0.758426966,31,2.351123596,5,0.379213483,21,1.592696629,2016-12-23-1,2016-12-23,6,5,5,3,2,cloudy,cloudy,cloudy,cloudy,sunny,0,2.734375,0,0.31640625,5,4,3,1,0,92,92,88,89,85,0,0,0,0,0,3,0,4,4,1,GO,GO,GO,VG,VG,SW,SW,SW,SSW,SW,13,11,11,11,11,4,4,4,7,7
115,14,0.497593484,15,0.533135876,23,0.817475009,46,1.634950019,10,0.355423917,38,1.350610885,2016-12-23-2,2016-12-23,7,6,6,5,2,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,5,4,4,2,0,92,92,88,87,85,0,0,0,0,0,4,4,4,4,5,MO,GO,GO,VG,VG,SSW,SSW,SSW,SSW,SSW,18,16,13,13,11,4,4,7,7,7
116,12,0.307610147,17,0.435781041,20,0.512683578,39,0.999732977,23,0.589586115,25,0.640854473,2016-12-23-3,2016-12-23,9,8,7,6,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,6,6,4,3,1,90,87,87,85,82,1,1,1,1,1,4,4,5,6,5,GO,GO,VG,VG,VG,SSW,SSW,SSW,S,S,25,25,22,20,13,11,11,11,11,7
117,13,0.342105263,21,0.552631579,13,0.342105263,50,1.315789474,21,0.552631579,46,1.210526316,2016-12-23-4,2016-12-23,10,10,9,8,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,6,5,5,4,81,79,77,81,76,1,1,1,1,1,10,8,5,7,5,GO,VG,VG,VG,VG,SSW,SSW,SSW,SSW,SSW,31,31,29,27,22,13,16,16,13,11
118,16,0.433616206,25,0.677525322,14,0.37941418,51,1.382151656,12,0.325212154,41,1.111141528,2016-12-23-5,2016-12-23,10,10,9,9,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,6,5,5,4,81,81,81,82,75,1,1,1,1,1,13,14,14,20,9,GO,VG,VG,GO,VG,SSW,SSW,SSW,SSW,SSW,36,36,34,34,27,18,16,18,18,13
119,6,0.17986374,17,0.509613929,12,0.359727479,77,2.308251325,16,0.479636639,35,1.049205148,2016-12-23-6,2016-12-23,11,10,10,10,8,rain,rain,rain,rain,cloudy,0,0.31640625,2.734375,0,8,7,7,6,4,88,87,88,86,81,0,0,0,0,0,91,60,64,47,17,MO,GO,MO,GO,GO,SW,SW,SW,SW,SSW,38,38,38,36,31,18,18,20,18,16
120,9,0.486353712,15,0.81058952,5,0.270196507,27,1.459061135,8,0.43231441,17,0.918668122,2016-12-23-7,2016-12-23,10,10,10,10,9,sunny,rain,rain,rain,cloudy,0,0.31640625,1.734375,1,7,8,7,7,5,76,78,77,82,85,0,0,0,0,0,7,63,60,50,23,VG,VG,VG,VG,GO,W,W,W,WSW,SSW,25,25,29,31,34,11,11,16,16,18
121,9,0.66600888,2,0.148001973,4,0.296003947,29,2.146028614,4,0.296003947,16,1.184015787,2016-12-24-0,2016-12-24,8,7,8,7,9,sunny,sunny,cloudy,cloudy,cloudy,0,1.30078125,0,1.75,5,5,5,4,6,90,75,77,74,76,0,0,0,0,0,1,0,4,1,12,GO,VG,VG,VG,VG,WSW,WSW,WSW,WSW,WSW,18,22,20,25,29,9,9,9,13,16
122,5,0.379213483,6,0.45505618,8,0.606741573,35,2.654494382,5,0.379213483,23,1.744382022,2016-12-24-1,2016-12-24,7,6,7,6,7,sunny,cloudy,cloudy,cloudy,cloudy,0,2.05078125,0,1,4,3,4,3,4,83,77,76,73,74,0,0,0,0,0,0,0,4,1,4,GO,VG,VG,VG,VG,WSW,WSW,WSW,WSW,WSW,22,20,20,22,27,9,9,9,11,13
123,19,0.675305442,10,0.355423917,4,0.142169567,47,1.67049241,7,0.248796742,32,1.137356535,2016-12-24-2,2016-12-24,6,5,6,6,7,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,3,2,3,2,3,81,80,78,74,73,0,0,0,0,0,0,1,1,1,3,GO,VG,VG,VG,VG,WSW,WSW,WSW,WSW,WSW,22,22,20,25,27,9,9,9,13,13
