,cloudy,cloudyFactor,cold,coldFactor,foggy,foggyFactor,rain,rainFactor,sunny,sunnyFactor,windy,windyFactor,datetime,Day,Temperature0,Temperature1,Temperature2,Temperature3,Temperature4,Weather0,Weather1,Weather2,Weather3,Weather4,foggyW,cloudyW,rainW,sunnyW,feels like temperature0,feels like temperature1,feels like temperature2,feels like temperature3,feels like temperature4,humidity0,humidity1,humidity2,humidity3,humidity4,max uv index0,max uv index1,max uv index2,max uv index3,max uv index4,precipitation probability0,precipitation probability1,precipitation probability2,precipitation probability3,precipitation probability4,visibility0,visibility1,visibility2,visibility3,visibility4,wind direction0,wind direction1,wind direction2,wind direction3,wind direction4,wind gust0,wind gust1,wind gust2,wind gust3,wind gust4,wind speed0,wind speed1,wind speed2,wind speed3,wind speed4
186,5,0.379213483,5,0.379213483,5,0.379213483,44,3.337078652,6,0.45505618,25,1.896067416,2017-01-01-1,2017-01-01,6,7,7,7,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,4,5,4,5,89,86,85,91,88,0,0,0,0,0,10,13,12,13,13,MO,GO,GO,GO,VG,SSW,SSW,SW,SW,SW,20,18,18,18,20,9,9,9,9,11
187,6,0.21325435,10,0.355423917,10,0.355423917,67,2.381340244,15,0.533135876,25,0.888559793,2017-01-01-2,2017-01-01,7,7,7,7,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,5,5,4,5,85,85,87,90,88,0,0,0,0,0,10,12,16,14,18,MO,GO,GO,GO,GO,SSW,SSW,SW,SW,SW,20,16,18,18,18,9,7,9,9,9
188,8,0.205073431,18,0.46141522,21,0.538317757,55,1.40987984,8,0.205073431,23,0.589586115,2017-01-01-3,2017-01-01,7,7,8,7,7,cloudy,cloudy,rain,cloudy,cloudy,0,2.48828125,0.5625,0,5,5,5,5,5,86,87,89,89,89,1,1,1,1,1,14,22,55,14,24,MO,MO,MO,GO,GO,SSW,SW,WSW,WSW,WSW,18,13,18,18,18,7,7,9,9,9
189,10,0.263157895,29,0.763157895,14,0.368421053,153,4.026315789,44,1.157894737,33,0.868421053,2017-01-01-4,2017-01-01,8,8,6,7,8,rain,rain,rain,rain,cloudy,0,0.31640625,2.734375,0,6,6,4,5,5,91,87,89,88,86,1,1,1,1,1,65,75,79,44,21,MO,MO,MO,MO,GO,SSW,WSW,NW,W,W,16,13,18,18,20,7,7,9,9,11
190,7,0.18970709,33,0.894333425,15,0.406515193,128,3.468929647,19,0.514919244,31,0.840131399,2017-01-01-5,2017-01-01,6,7,6,7,8,rain,rain,rain,rain,rain,0,0,3.05078125,0,3,4,3,4,5,90,90,88,88,86,1,1,1,1,1,96,84,51,50,67,MO,PO,GO,MO,GO,NE,NNW,NNW,WNW,W,22,18,16,18,20,11,9,9,9,11
191,2,0.05995458,24,0.719454958,20,0.599545799,89,2.667978804,17,0.509613929,30,0.899318698,2017-01-01-6,2017-01-01,5,5,5,6,7,rain,rain,rain,rain,rain,0,0,3.05078125,0,1,2,2,3,4,90,89,88,89,88,0,0,0,0,0,95,90,51,49,74,MO,MO,MO,GO,GO,NNE,NNE,N,NW,WNW,27,25,18,18,18,13,11,9,9,9
192,4,0.216157205,21,1.134825328,10,0.540393013,43,2.323689956,10,0.540393013,20,1.080786026,2017-01-01-7,2017-01-01,5,5,5,5,6,rain,rain,rain,cloudy,rain,0,0.421875,2.62890625,0,1,1,1,2,2,86,85,85,88,89,0,0,0,0,0,86,85,52,24,76,GO,GO,GO,GO,GO,NE,NNE,N,NW,NNW,25,25,22,18,20,11,11,11,9,11
193,9,0.66600888,10,0.740009867,23,1.702022694,34,2.516033547,9,0.66600888,22,1.628021707,2017-01-02-0,2017-01-02,5,5,5,4,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,2,2,2,0,2,88,83,83,80,88,0,0,0,0,0,9,14,44,14,17,VG,VG,VG,VG,GO,NNE,NNE,NNE,NNE,NW,20,20,20,22,16,7,9,9,11,9
194,7,0.530898876,5,0.379213483,15,1.137640449,31,2.351123596,6,0.45505618,23,1.744382022,2017-01-02-1,2017-01-02,4,5,4,3,4,cloudy,cloudy,cloudy,sunny,cloudy,0,2.62890625,0,0.421875,1,1,1,-1,1,85,82,76,79,87,0,0,0,0,0,4,2,8,7,17,GO,VG,VG,VG,GO,NNE,NNE,NNE,N,NNW,20,22,22,20,18,9,9,11,11,9
195,6,0.21325435,13,0.462051092,11,0.390966309,37,1.315068493,21,0.746390226,23,0.817475009,2017-01-02-2,2017-01-02,3,4,3,2,4,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,0,0,-1,-2,0,87,77,76,81,86,0,0,0,0,0,0,0,2,5,17,GO,VG,VG,VG,GO,N,NNE,NNE,N,N,20,20,18,20,20,9,9,9,9,9
196,5,0.128170895,50,1.281708945,14,0.358878505,42,1.076635514,17,0.435781041,24,0.615220294,2017-01-02-3,2017-01-02,3,2,2,1,3,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,0,-1,-2,-3,0,83,82,81,83,84,1,1,1,1,1,0,0,0,2,12,GO,GO,VG,VG,VG,N,N,N,N,N,16,18,16,18,18,7,7,9,9,9
197,8,0.210526316,48,1.263157895,4,0.105263158,40,1.052631579,42,1.105263158,27,0.710526316,2017-01-02-4,2017-01-02,4,4,4,3,4,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,1,0,0,-1,1,77,78,77,76,77,1,1,1,1,1,0,0,0,2,9,GO,GO,VG,VG,VG,N,N,N,N,N,18,18,18,20,20,9,9,9,11,11
198,8,0.216808103,51,1.382151656,25,0.677525322,40,1.084040515,31,0.840131399,25,0.677525322,2017-01-02-5,2017-01-02,4,4,4,4,4,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,1,1,1,0,1,75,74,72,72,73,1,1,1,1,1,1,1,0,0,7,GO,GO,VG,VG,VG,NNW,NNW,NNW,NNW,N,13,13,13,18,18,7,7,7,9,9
199,6,0.17986374,54,1.618773656,31,0.929295988,36,1.079182438,28,0.839364118,31,0.929295988,2017-01-02-6,2017-01-02,3,2,2,2,3,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,0,0,-1,-2,-1,79,77,80,79,79,0,0,0,0,0,1,1,0,0,5,GO,GO,VG,VG,VG,NW,NNW,NW,NNW,NNW,11,11,11,16,16,4,7,7,7,9
200,5,0.270196507,46,2.48580786,26,1.405021834,27,1.459061135,18,0.972707424,23,1.24290393,2017-01-02-7,2017-01-02,1,1,0,0,2,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-1,-1,-2,-3,-2,81,82,83,83,83,0,0,0,0,0,0,0,0,1,3,GO,GO,VG,VG,VG,WNW,NW,NW,NW,NNW,9,11,9,13,16,4,4,4,7,9
201,3,0.22200296,2,0.148001973,8,0.592007893,27,1.99802664,6,0.44400592,15,1.1100148,2017-01-03-0,2017-01-03,-1,0,0,-1,0,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-4,-2,-2,-3,-4,94,82,82,86,85,0,0,0,0,0,0,0,0,0,1,MO,GO,GO,VG,VG,WSW,W,WNW,WNW,NW,11,11,9,9,13,4,4,4,4,7
202,3,0.22752809,9,0.68258427,12,0.91011236,35,2.654494382,4,0.303370787,22,1.668539326,2017-01-03-1,2017-01-03,0,0,-1,-1,-1,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-2,-3,-3,-4,-4,87,88,87,90,88,0,0,0,0,0,0,0,0,0,0,MO,GO,GO,VG,VG,WSW,W,W,W,NW,11,11,9,9,11,4,4,4,4,7
203,14,0.497593484,121,4.300629397,10,0.355423917,39,1.386153277,29,1.03072936,28,0.995186968,2017-01-03-2,2017-01-03,0,0,-1,-1,-1,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-3,-3,-4,-4,-4,93,93,91,91,89,0,0,0,0,0,2,1,1,2,0,MO,MO,GO,GO,VG,WSW,W,W,W,WNW,16,13,9,11,11,7,4,4,7,7
204,8,0.205073431,96,2.460881175,18,0.46141522,44,1.127903872,28,0.717757009,23,0.589586115,2017-01-03-3,2017-01-03,1,1,-1,0,0,cloudy,cloudy,sunny,sunny,sunny,0,1.75,0,1.30078125,-2,-2,-4,-4,-4,89,93,91,89,89,1,1,1,1,1,3,9,1,2,1,MO,MO,GO,GO,VG,WSW,WSW,W,W,WNW,16,13,11,11,11,7,7,7,7,7
205,17,0.447368421,61,1.605263158,22,0.578947368,51,1.342105263,24,0.631578947,35,0.921052632,2017-01-03-4,2017-01-03,4,4,3,3,2,cloudy,cloudy,sunny,cloudy,sunny,0,2.171875,0,0.87890625,1,1,0,0,-1,78,82,82,80,80,1,1,1,1,1,5,5,1,1,2,MO,GO,VG,VG,VG,W,W,W,W,WNW,16,16,13,16,13,7,7,7,7,7
206,18,0.487818232,65,1.761565836,21,0.56912127,45,1.219545579,11,0.298111142,47,1.273747605,2017-01-03-5,2017-01-03,5,5,4,5,4,cloudy,cloudy,cloudy,cloudy,sunny,0,2.734375,0,0.31640625,2,2,2,2,1,77,77,80,79,78,1,1,1,1,1,9,8,2,2,1,GO,GO,VG,VG,VG,W,W,W,W,WNW,20,18,16,18,13,9,9,7,9,7
207,16,0.479636639,60,1.798637396,29,0.869341408,53,1.588796366,20,0.599545799,24,0.719454958,2017-01-03-6,2017-01-03,5,5,3,3,3,cloudy,cloudy,cloudy,cloudy,sunny,0,2.734375,0,0.31640625,2,1,0,0,0,80,80,85,84,84,0,0,0,0,0,11,9,2,2,1,GO,VG,VG,VG,VG,W,W,W,W,WNW,20,20,18,18,13,9,9,9,9,7
208,16,0.864628821,21,1.134825328,14,0.756550218,23,1.24290393,5,0.270196507,18,0.972707424,2017-01-03-7,2017-01-03,5,5,3,3,2,cloudy,cloudy,cloudy,cloudy,sunny,0,2.734375,0,0.31640625,1,1,0,0,-1,80,82,87,85,88,0,0,0,0,0,9,9,8,2,1,VG,VG,VG,VG,VG,W,W,W,W,W,22,22,18,18,11,9,11,9,9,7
209,6,0.44400592,17,1.258016774,21,1.55402072,38,2.812037494,7,0.518006907,20,1.480019734,2017-01-04-0,2017-01-04,4,5,5,4,3,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,0,2,1,0,0,82,82,82,87,86,0,0,0,0,0,7,9,8,9,2,VG,VG,VG,VG,VG,WSW,W,W,W,W,18,20,22,20,18,9,9,11,11,9
210,15,1.137640449,5,0.379213483,15,1.137640449,33,2.502808989,6,0.45505618,24,1.820224719,2017-01-04-1,2017-01-04,5,5,5,4,3,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,1,2,2,1,0,83,82,83,87,86,0,0,0,0,0,9,9,6,8,5,VG,VG,VG,VG,VG,W,W,W,W,W,20,20,22,20,18,9,9,11,11,9
211,37,1.315068493,32,1.137356535,8,0.284339134,46,1.634950019,19,0.675305442,34,1.208441318,2017-01-04-2,2017-01-04,6,6,6,5,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,2,3,2,1,1,85,82,85,87,86,0,0,0,0,0,13,6,9,12,8,GO,VG,VG,VG,VG,W,WNW,WNW,WNW,W,22,22,20,20,16,11,11,9,11,9
212,12,0.307610147,39,0.999732977,18,0.46141522,55,1.40987984,18,0.46141522,35,0.897196262,2017-01-04-3,2017-01-04,6,6,6,6,4,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,4,3,2,1,88,85,86,85,86,1,1,1,1,1,15,17,11,9,6,GO,GO,GO,VG,GO,WNW,WNW,WNW,WNW,WNW,20,20,18,18,13,9,9,9,9,7
213,16,0.421052632,32,0.842105263,13,0.342105263,35,0.921052632,10,0.263157895,32,0.842105263,2017-01-04-4,2017-01-04,7,7,7,6,5,rain,cloudy,sunny,cloudy,cloudy,0,1.48828125,1,0.5625,4,5,4,4,3,73,72,74,76,82,1,1,1,1,1,55,9,5,5,6,GO,GO,VG,VG,VG,N,NNW,NNW,NW,WNW,18,18,18,18,16,9,9,9,9,7
214,10,0.271010129,34,0.921434437,19,0.514919244,32,0.867232412,23,0.623323296,32,0.867232412,2017-01-04-5,2017-01-04,6,6,6,6,6,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,3,3,3,4,4,56,58,64,68,80,1,1,1,1,1,2,1,2,2,6,VG,VG,VG,VG,VG,NNW,N,NNW,NNW,WNW,20,20,18,18,11,9,9,9,9,7
215,12,0.359727479,50,1.498864497,17,0.509613929,30,0.899318698,29,0.869341408,27,0.809386828,2017-01-04-6,2017-01-04,4,4,4,4,5,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,1,1,1,1,3,65,66,71,74,84,0,0,0,0,0,0,0,1,0,8,GO,VG,VG,VG,VG,NNW,NNW,NNW,NNW,WNW,18,16,13,13,9,7,7,7,7,4
216,3,0.162117904,36,1.945414847,10,0.540393013,29,1.567139738,8,0.43231441,21,1.134825328,2017-01-04-7,2017-01-04,3,2,2,2,4,sunny,sunny,sunny,sunny,cloudy,0,0.31640625,0,2.734375,0,-1,-1,-1,2,71,72,77,79,86,0,0,0,0,0,0,0,1,1,3,VG,VG,VG,VG,VG,NNW,NNW,NNW,NNW,WNW,16,16,13,13,7,7,7,7,7,4
217,0,0,16,1.184015787,18,1.33201776,29,2.146028614,7,0.518006907,29,2.146028614,2017-01-05-0,2017-01-05,2,2,2,1,1,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-1,-2,-1,-2,-2,73,75,77,80,82,0,0,0,0,0,0,0,1,1,1,GO,VG,VG,VG,VG,NNW,NNW,NNW,NNW,NW,22,16,16,13,11,7,7,7,7,7
218,1,0.075842697,12,0.91011236,5,0.379213483,24,1.820224719,5,0.379213483,27,2.047752809,2017-01-05-1,2017-01-05,2,1,1,0,1,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,0,-2,-2,-3,-3,75,78,81,84,85,0,0,0,0,0,0,0,1,1,1,GO,GO,VG,VG,VG,NNW,NNW,NNW,NNW,NW,16,13,11,11,11,4,4,4,7,7
219,11,0.390966309,106,3.767493521,11,0.390966309,35,1.24398371,36,1.279526101,30,1.066271751,2017-01-05-2,2017-01-05,1,0,0,-1,0,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-1,-2,-3,-3,-3,84,82,86,86,87,0,0,0,0,0,0,0,0,0,1,GO,GO,GO,VG,VG,NNW,NNW,NW,NNW,NW,11,11,7,9,9,2,4,4,4,4
220,4,0.102536716,158,4.050200267,18,0.46141522,33,0.845927904,43,1.102269693,31,0.794659546,2017-01-05-3,2017-01-05,0,0,0,0,0,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,-2,-2,-2,-3,-2,91,87,90,89,89,1,1,1,1,1,1,0,1,0,1,MO,MO,GO,GO,VG,W,NW,WNW,NW,NW,7,7,7,7,9,2,2,2,4,4
221,8,0.210526316,94,2.473684211,11,0.289473684,40,1.052631579,51,1.342105263,29,0.763157895,2017-01-05-4,2017-01-05,3,2,2,3,3,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,1,1,1,1,1,79,79,80,80,80,1,1,1,1,1,0,0,1,0,0,MO,MO,GO,VG,VG,NNW,NW,NW,NW,W,4,4,7,9,9,2,2,2,2,4
222,5,0.135505064,161,4.363263071,20,0.542020257,38,1.029838489,43,1.165343553,28,0.75882836,2017-01-05-5,2017-01-05,4,4,4,4,4,sunny,sunny,sunny,sunny,sunny,0,0,0,3.05078125,3,3,3,2,2,78,77,78,78,76,1,1,1,1,1,0,0,0,0,1,MO,MO,VG,VG,VG,N,NW,NW,W,W,2,4,4,7,9,2,2,2,4,4
223,6,0.17986374,125,3.747161241,26,0.779409538,33,0.989250568,33,0.989250568,29,0.869341408,2017-01-05-6,2017-01-05,2,2,1,2,3,sunny,sunny,cloudy,sunny,sunny,0,0.5625,0,2.48828125,1,1,0,1,0,88,87,88,85,84,0,0,0,0,0,1,0,1,1,2,MO,MO,GO,VG,VG,W,NNW,WSW,SW,W,4,4,4,7,9,2,2,2,4,4
224,3,0.162117904,37,1.999454148,12,0.648471616,26,1.405021834,15,0.81058952,22,1.188864629,2017-01-05-7,2017-01-05,1,1,0,1,2,cloudy,cloudy,cloudy,cloudy,sunny,0,2.734375,0,0.31640625,-1,-1,-2,-1,-1,94,92,92,89,87,0,0,0,0,0,7,5,4,4,2,MO,MO,GO,GO,VG,SE,SE,SSW,SW,WSW,4,4,7,7,9,2,2,4,4,4
225,0,0,7,0.518006907,6,0.44400592,24,1.77602368,8,0.592007893,11,0.814010853,2017-01-06-0,2017-01-06,0,0,1,0,1,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,-2,-1,-1,-2,-2,97,96,93,92,90,0,0,0,0,0,3,7,5,5,6,MO,MO,MO,GO,MO,WSW,SW,SSE,SSW,SSW,7,4,4,7,9,0,2,2,4,4
226,5,0.379213483,9,0.68258427,6,0.45505618,32,2.426966292,6,0.45505618,19,1.441011236,2017-01-06-1,2017-01-06,0,0,1,0,1,sunny,cloudy,cloudy,cloudy,cloudy,0,2.05078125,0,1,-1,-2,-2,-3,-2,79,96,92,90,91,0,0,0,0,0,2,7,5,5,7,MO,MO,MO,GO,GO,ESE,SSE,SE,S,S,9,7,9,9,9,2,2,4,4,4
227,16,0.568678267,83,2.950018512,6,0.21325435,40,1.421695668,18,0.639763051,22,0.781932618,2017-01-06-2,2017-01-06,0,0,1,1,1,foggy,foggy,cloudy,cloudy,cloudy,1.75,1.30078125,0,0,-1,-1,-1,-2,-1,97,96,89,88,88,0,0,0,0,0,14,16,6,6,7,PO,VP,MO,GO,GO,SE,ESE,SSE,SSW,SSW,11,9,9,9,11,2,2,4,4,7
228,14,0.358878505,118,3.024833111,28,0.717757009,36,0.922830441,33,0.845927904,28,0.717757009,2017-01-06-3,2017-01-06,2,2,2,2,2,foggy,cloudy,cloudy,cloudy,cloudy,1,2.05078125,0,0,0,0,-1,-1,-1,95,91,87,85,86,1,1,1,1,1,16,10,6,8,7,PO,MO,GO,GO,GO,S,S,S,SSW,SSW,13,11,13,13,13,4,4,7,7,7
229,13,0.342105263,64,1.684210526,21,0.552631579,40,1.052631579,38,1,29,0.763157895,2017-01-06-4,2017-01-06,4,5,5,5,5,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,3,2,2,2,2,86,78,77,79,79,1,1,1,1,1,5,6,9,9,9,MO,GO,GO,GO,VG,SSW,SSW,SSW,SSW,SW,11,13,16,16,18,4,7,9,9,9
230,6,0.162606077,70,1.897070901,14,0.37941418,87,2.357788119,29,0.785929373,25,0.677525322,2017-01-06-5,2017-01-06,6,6,6,6,6,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,4,3,2,3,3,70,75,79,80,79,1,1,1,1,1,4,13,18,12,12,GO,GO,GO,GO,GO,SSW,SSW,SSW,SW,SW,16,18,18,18,20,7,9,9,9,11
231,10,0.299772899,56,1.678728236,25,0.749432248,65,1.948523846,16,0.479636639,27,0.809386828,2017-01-06-6,2017-01-06,5,5,6,6,6,cloudy,rain,rain,cloudy,cloudy,0,1.73828125,1.3125,0,3,2,2,3,2,75,86,86,86,84,0,0,0,0,0,13,64,59,23,15,GO,MO,MO,MO,GO,SW,SSW,SW,SW,SW,18,20,20,20,20,7,9,11,11,11
232,5,0.270196507,32,1.729257642,16,0.864628821,41,2.215611354,13,0.702510917,18,0.972707424,2017-01-06-7,2017-01-06,5,6,6,6,6,rain,rain,rain,cloudy,cloudy,0,0.73828125,2.3125,0,2,3,3,3,3,85,92,89,90,86,0,0,0,0,0,83,88,56,23,15,GO,MO,GO,GO,GO,SW,SW,SW,SW,WSW,20,22,20,20,20,9,9,11,11,11
233,3,0.22200296,25,1.850024667,14,1.036013814,43,3.182042427,16,1.184015787,17,1.258016774,2017-01-07-0,2017-01-07,6,6,7,7,7,rain,rain,rain,rain,rain,0,0,3.05078125,0,3,3,4,4,4,99,92,95,93,93,0,0,0,0,0,58,57,56,56,52,MO,GO,GO,MO,GO,WSW,SW,SW,WSW,WSW,20,20,18,18,18,9,9,9,9,9
234,3,0.22752809,5,0.379213483,3,0.22752809,52,3.943820225,5,0.379213483,24,1.820224719,2017-01-07-1,2017-01-07,6,7,7,8,7,rain,cloudy,cloudy,rain,cloudy,0,1.62890625,1.421875,0,4,4,6,5,5,97,96,97,94,95,0,0,0,0,0,89,48,22,50,22,MO,GO,MO,GO,GO,SW,WSW,WSW,W,W,18,18,13,16,16,7,7,7,9,9
235,18,0.639763051,11,0.390966309,19,0.675305442,42,1.492780452,12,0.4265087,24,0.853017401,2017-01-07-2,2017-01-07,7,7,8,8,8,foggy,cloudy,cloudy,cloudy,cloudy,1,2.05078125,0,0,5,5,7,6,6,99,98,96,95,94,0,0,0,0,0,58,13,16,20,17,VP,MO,MO,GO,GO,WSW,WSW,W,W,WNW,13,13,11,13,13,4,4,4,7,7
236,14,0.358878505,25,0.640854473,74,1.896929239,46,1.17917223,15,0.384512684,24,0.615220294,2017-01-07-3,2017-01-07,7,7,8,8,7,foggy,foggy,cloudy,cloudy,cloudy,1.75,1.30078125,0,0,6,6,7,7,6,99,98,96,95,93,1,1,1,1,1,19,18,11,13,12,VP,PO,MO,GO,GO,W,W,W,WNW,WNW,9,11,9,11,13,2,4,4,7,7
237,16,0.421052632,27,0.710526316,34,0.894736842,44,1.157894737,16,0.421052632,26,0.684210526,2017-01-07-4,2017-01-07,8,8,9,9,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,8,7,6,95,94,94,93,91,1,1,1,1,1,12,10,14,12,11,MO,MO,GO,GO,GO,WNW,WNW,WNW,NW,WNW,9,11,11,13,16,4,4,4,7,7
238,16,0.433616206,40,1.084040515,44,1.192444566,45,1.219545579,15,0.406515193,26,0.704626335,2017-01-07-5,2017-01-07,9,9,9,9,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,8,8,8,6,94,93,94,92,88,1,1,1,1,1,10,11,11,7,8,MO,MO,GO,GO,VG,NW,NW,WNW,NW,WNW,9,9,9,9,13,4,4,4,4,7
239,13,0.389704769,25,0.749432248,67,2.008478425,47,1.408932627,13,0.389704769,22,0.659500379,2017-01-07-6,2017-01-07,8,8,8,8,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,7,7,6,96,94,96,93,89,0,0,0,0,0,12,10,12,10,9,MO,MO,GO,GO,VG,WNW,NNW,WNW,WNW,WNW,7,9,7,9,11,4,4,4,4,7
240,6,0.324235808,13,0.702510917,10,0.540393013,28,1.513100437,13,0.702510917,17,0.918668122,2017-01-07-7,2017-01-07,8,8,8,8,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,7,7,7,7,5,96,94,97,94,91,0,0,0,0,0,15,12,11,9,8,MO,MO,GO,GO,VG,NNW,NNW,WNW,W,WNW,7,7,7,9,11,4,4,4,4,7
241,3,0.22200296,4,0.296003947,11,0.814010853,22,1.628021707,1,0.074000987,14,1.036013814,2017-01-08-0,2017-01-08,9,8,7,7,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,6,6,6,97,94,92,95,95,0,0,0,0,0,10,10,12,9,12,MO,MO,MO,GO,MO,WSW,NW,NW,W,W,9,7,7,9,9,4,2,4,4,4
242,10,0.758426966,6,0.45505618,9,0.68258427,25,1.896067416,6,0.45505618,20,1.516853933,2017-01-08-1,2017-01-08,9,7,7,7,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,6,6,6,95,94,94,95,95,0,0,0,0,0,11,12,11,11,11,MO,MO,MO,GO,MO,WSW,NW,NW,W,W,7,4,7,7,9,2,2,2,4,4
243,21,0.746390226,10,0.355423917,22,0.781932618,37,1.315068493,13,0.462051092,23,0.817475009,2017-01-08-2,2017-01-08,8,7,6,6,7,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,6,5,5,6,95,95,92,96,95,0,0,0,0,0,6,12,11,9,11,MO,MO,MO,GO,GO,WSW,WNW,WNW,W,W,4,7,7,9,11,2,2,2,4,7
244,12,0.307610147,21,0.538317757,26,0.666488652,50,1.281708945,18,0.46141522,29,0.743391188,2017-01-08-3,2017-01-08,8,7,6,7,7,foggy,cloudy,cloudy,cloudy,cloudy,1,2.05078125,0,0,7,6,5,5,6,96,90,95,94,95,1,1,1,1,1,18,13,11,9,11,VP,MO,GO,GO,GO,WSW,NW,W,W,W,4,7,7,7,11,2,2,2,4,7
245,18,0.473684211,26,0.684210526,18,0.473684211,52,1.368421053,23,0.605263158,31,0.815789474,2017-01-08-4,2017-01-08,9,7,7,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,6,6,7,92,88,91,93,91,1,1,1,1,1,10,7,11,10,11,MO,MO,GO,GO,GO,W,WNW,W,W,W,4,4,9,11,13,2,2,4,4,7
246,13,0.352313167,31,0.840131399,25,0.677525322,58,1.571858746,16,0.433616206,28,0.75882836,2017-01-08-5,2017-01-08,9,8,7,8,9,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,9,7,7,7,7,90,86,91,92,89,1,1,1,1,1,7,9,9,10,9,MO,MO,GO,GO,VG,WSW,W,WSW,W,W,4,4,7,9,11,2,2,4,4,7
247,15,0.449659349,25,0.749432248,58,1.738682816,61,1.828614686,19,0.569568509,27,0.809386828,2017-01-08-6,2017-01-08,9,8,7,8,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,7,6,7,7,92,90,94,93,92,0,0,0,0,0,13,8,10,10,10,MO,MO,GO,GO,GO,SW,WSW,WSW,WSW,W,4,7,9,9,11,2,2,4,4,7
248,6,0.324235808,21,1.134825328,13,0.702510917,40,2.161572052,11,0.594432314,25,1.350982533,2017-01-08-7,2017-01-08,8,7,6,7,8,cloudy,cloudy,cloudy,cloudy,cloudy,0,3.05078125,0,0,8,6,5,6,6,96,92,96,94,94,0,0,0,0,0,15,12,10,10,10,MO,MO,MO,GO,GO,SSW,SW,WSW,W,W,7,9,11,9,11,4,4,4,4,7
